phi,theta,psi
-0.208215475480704,0.860528882332951,0.0595581830616607
-0.208219853078116,0.860415503456508,0.0597170280928336
-0.208223938379096,0.860312961986463,0.0598364244143281
-0.208227511927298,0.860227449868313,0.0599131205330354
-0.208230405051222,0.860162925490841,0.0599440000211851
-0.208232634327526,0.860117881944615,0.0599309108165587
-0.208234258559721,0.860089991864477,0.0598819888366438
-0.208235336551322,0.860076927885268,0.0598057744315359
-0.208235927105839,0.860076362641829,0.05971080795133
-0.208236089026787,0.860085968769003,0.0596056297461223
-0.208235881117679,0.860103418901629,0.0594987801660079
-0.208235362182025,0.86012638567455,0.0593987995610825
-0.208234591023342,0.860152541722606,0.0593142282814414
-0.20823362644514,0.86017955968064,0.0592536066771812
-0.208232527250933,0.860205112183493,0.0592254750983963
-0.208231352244232,0.860226871866005,0.0592383738951827
-0.208230160228553,0.860242511363018,0.0593008434176368
-0.208229010007406,0.860249703309373,0.0594214240158524
-0.208227960384305,0.860246120339912,0.0596086560399267
-0.208227069308745,0.860229582740237,0.0598710798399544
-0.208226363340517,0.860200670300211,0.0602156293328424
-0.208225829280499,0.860162409148223,0.0606369157390994
-0.208225451372334,0.860117910145237,0.0611238460117045
-0.208225213859671,0.86007028415222,0.0616652960772661
-0.208225100986154,0.860022642030136,0.0622501418623944
-0.20822509699543,0.859978094639951,0.0628672592936981
-0.208225186131147,0.859939752842629,0.0635055242977876
-0.208225352636949,0.859910727499137,0.064153812801272
-0.208225580756482,0.859894129470438,0.0648010007307607
-0.208225854733394,0.859893069617499,0.0654359640128643
-0.20822615881133,0.859910658801284,0.0660475785741907
-0.208226477233936,0.85995000788276,0.0666247203413506
-0.20822679424486,0.86001422772289,0.0671562652409539
-0.208227094087746,0.860106429182641,0.0676310891996086
-0.208227361006242,0.860229723122977,0.0680380681439254
-0.208227580876064,0.860386345649696,0.0683660941551814
-0.208227752092289,0.860574147671549,0.0686094818303611
-0.208227878845298,0.860789608854215,0.0687758141402814
-0.208227965356992,0.861029208396951,0.068874665916566
-0.208228015849274,0.861289425499016,0.0689156119908363
-0.208228034544047,0.86156673935967,0.0689082271947148
-0.208228025663213,0.86185762917817,0.0688620863598244
-0.208227993428673,0.862158574153777,0.0687867643177882
-0.208227942062331,0.862466053485747,0.0686918359002269
-0.208227875786088,0.86277654637334,0.0685868759387644
-0.208227798821847,0.863086532015816,0.0684814592650229
-0.20822771539151,0.863392489612431,0.0683851607106245
-0.208227629716979,0.863690898362446,0.0683075551071921
-0.208227546020156,0.863978237465119,0.0682582172863484
-0.208227468522945,0.864250986119709,0.0682467220797154
-0.208227401443069,0.864505660447673,0.0682826443189153
-0.208227347595879,0.864741546510296,0.0683750982470486
-0.208227306365257,0.864962577264084,0.0685245899836404
-0.208227276619946,0.865173129773076,0.0687239944281437
-0.208227257228692,0.865377581101309,0.0689659221613417
-0.208227247060239,0.865580308312825,0.0692429837640185
-0.208227244983332,0.86578568847166,0.0695477898169568
-0.208227249866716,0.865998098641855,0.0698729509009399
-0.208227260579134,0.866221915887449,0.0702110775967513
-0.208227275989334,0.866461517272479,0.0705547804851745
-0.208227294966057,0.866721279860985,0.0708966701469926
-0.20822731637805,0.867005580717006,0.0712293571629892
-0.208227339094057,0.867318796904581,0.0715454521139478
-0.208227361982823,0.867665305487749,0.0718375655806511
-0.208227383913092,0.868049483530548,0.0720983081438829
-0.20822740375361,0.868475708097018,0.0723202903844267
-0.208227420412064,0.868947732147236,0.0724961228830652
